ensembl,Pri_1,Pri_2,Pri_3,Met_1,Met_2,Met_3,Pri_1.1,Pri_2.1,Pri_3.1,Met_1.1,Met_2.1,Met_3.1,Met_v_Pri_baseMean,Met_v_Pri_log2FoldChange,Met_v_Pri_lfcSE,Met_v_Pri_stat,Met_v_Pri_pvalue,Met_v_Pri_padj,symbol,entrez,GENENAME,mouse_symbol
ENSG00000149548,0,0,0,0,0,12,0,0,0,0,0,0.039017128,0.553698595,0.805197519,3.914244486,0.205709562,0.837017789,NA,CCDC15,80071,coiled-coil domain containing 15,Ccdc15
ENSG00000149554,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CHEK1,1111,checkpoint kinase 1,Chek1
ENSG00000149557,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,FEZ1,9638,fasciculation and elongation protein zeta 1,Fez1
ENSG00000149564,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,ESAM,90952,endothelial cell adhesion molecule,Esam
ENSG00000149571,0,0,0,0,121,0,0,0,0,0,0.206029104,0,4.422390337,3.802798459,3.80703804,0.998886383,NA,NA,KIRREL3,84623,kirre like nephrin family adhesion molecule 3,Kirrel3
ENSG00000146729,0,1,1,34,569,386,0,0.002618167,0.002945438,0.145665303,1.354306495,0.937681743,41.80282609,5.345001478,2.447281036,2.184057082,0.028958054,0.139707207,NIPSNAP2,2631,nipsnap homolog 2,Nipsnap2
ENSG00000149575,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SCN2B,6327,sodium voltage-gated channel beta subunit 2,Scn2b
ENSG00000149577,350,0,0,0,0,0,0.489094303,0,0,0,0,0,426.3596659,-26.08099025,3.817986353,-6.831085248,NA,NA,SIDT2,51092,SID1 transmembrane family member 2,Sidt2
ENSG00000149582,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TMEM25,84866,transmembrane protein 25,Tmem25
ENSG00000149591,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TAGLN,6876,transgelin,Tagln
ENSG00000149596,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,JPH2,57158,junctophilin 2,Jph2
ENSG00000149599,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,DUSP15,128853,dual specificity phosphatase 15,Dusp15
ENSG00000146842,0,0,1,411,286,390,0,0,0.004558287,2.725026653,1.053470699,1.46617056,56.62839944,6.194982553,2.590206595,2.391694379,0.016770801,0.118836847,TMEM209,84928,transmembrane protein 209,Tmem209
ENSG00000149609,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,C20orf144,128864,chromosome 20 open reading frame 144,1700003F12Rik
ENSG00000149633,2,0,0,0,0,0,0.004666331,0,0,0,0,0,2.436340948,-6.420572932,3.867611073,-1.660087535,0.096896844,NA,KIAA1755,85449,KIAA1755,D630003M21Rik
ENSG00000149634,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SPATA25,128497,spermatogenesis associated 25,Spata25
ENSG00000149635,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,OCSTAMP,128506,osteoclast stimulatory transmembrane protein,Ocstamp
ENSG00000149636,1,0,0,0,0,0,0.003548667,0,0,0,0,0,1.218170474,-4.953396542,4.035972323,-1.227311821,0.219705414,NA,DSN1,79980,DSN1 component of MIS12 kinetochore complex,Dsn1
ENSG00000149646,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CNBD2,140894,cyclic nucleotide binding domain containing 2,Cnbd2
ENSG00000149654,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CDH22,64405,cadherin 22,Cdh22
ENSG00000149657,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,LSM14B,149986,LSM family member 14B,Lsm14b
ENSG00000147050,0,1,0,728,228,0,0,0.001672305,0,1.992171211,0.346623196,0,57.03240639,6.803049879,3.090168798,2.201514002,0.027699657,0.136689818,KDM6A,7403,lysine demethylase 6A,Kdm6a
ENSG00000149679,0,1,0,0,0,0,0,0.006069567,0,0,0,0,0.154823783,-4.259265643,4.047480963,-1.052325059,0.292650438,NA,CABLES2,81928,Cdk5 and Abl enzyme substrate 2,Cables2
ENSG00000149735,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,GPHA2,170589,glycoprotein hormone subunit alpha 2,Gpha2
ENSG00000149743,2,138,0,0,0,0,0.006898102,0.391352343,0,0,0,0,23.80202303,-9.815841177,3.229381384,-3.039542256,0.00236938,0.077099171,TRPT1,83707,tRNA phosphotransferase 1,Trpt1
ENSG00000149761,27,625,0,217,0,0,0.087802989,1.671147429,0,0.949454816,0,0,144.1254576,-3.165507702,3.226196809,-0.981188653,0.326499719,0.469459805,NUDT22,84304,nudix hydrolase 22,Nudt22
ENSG00000149781,0,0,0,0,2,0,0,0,0,0,0.00617955,0,0.073097361,-1.974123189,4.037714479,-0.488920948,0.624897665,NA,FERMT3,83706,fermitin family member 3,Fermt3
ENSG00000149782,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PLCB3,5331,phospholipase C beta 3,Plcb3
ENSG00000147099,0,0,1,953,0,345,0,0,0.002314488,3.208301082,0,0.658555328,80.24074176,6.639265024,3.125975951,2.123901504,0.033678381,0.145043046,HDAC8,55869,histone deacetylase 8,Hdac8
ENSG00000149798,0,1369,0,0,1,0,0,10.01034112,0,0,0.006647414,0,211.9903079,-12.38028322,3.461973861,-3.576076458,NA,NA,CDC42EP2,10435,CDC42 effector protein 2,Cdc42ep2
ENSG00000149806,323,835,1072,893,1884,1285,1.841026143,3.91320968,5.651893263,6.848223451,8.026659812,5.587538731,1540.147498,-2.848959301,1.995636029,-1.427594641,0.153408567,0.281747178,FAU,2197,FAU ubiquitin like and ribosomal protein S30 fusion,Fau
ENSG00000147400,0,3,2,584,1240,408,0,0.030030769,0.022523077,9.566164872,11.28428885,3.789449579,105.1008204,5.656447703,2.307568779,2.451258552,0.014235766,0.114030781,CETN2,1069,centrin 2,Cetn2
ENSG00000147416,0,3,0,961,470,721,0,0.006282784,0,3.293321023,0.89482072,1.400996011,114.9917939,7.10186162,2.556805017,2.777631291,0.005475671,0.094232311,ATP6V1B2,526,ATPase H+ transporting V1 subunit B2,Atp6v1b2
ENSG00000149922,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TBX6,6911,T-box transcription factor 6,Tbx6
ENSG00000149923,154,8,2,376,2206,1428,0.479254364,0.020470316,0.005757276,1.574353416,5.131536104,3.390264237,361.9737458,-0.147133516,2.347303587,-0.062681929,0.950019788,0.971002871,PPP4C,5531,protein phosphatase 4 catalytic subunit,Ppp4c
ENSG00000149927,1,0,0,0,0,0,0.002053081,0,0,0,0,0,1.218170474,-4.953396542,4.035972323,-1.227311821,0.219705414,NA,DOC2A,8448,double C2 domain alpha,Doc2a
ENSG00000149929,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,HIRIP3,8479,HIRA interacting protein 3,Hirip3
ENSG00000149930,18,360,0,0,0,1,0.035984342,0.591742508,0,0,0,0.00152511,77.70977204,-10.55041388,3.00612334,-3.509641053,0.000448712,0.023123965,TAOK2,9344,TAO kinase 2,Taok2
ENSG00000149932,742,2,0,519,580,499,5.063675271,0.011222281,0,4.76538869,2.958601413,2.597900256,983.0229562,-3.519390667,2.746253275,-1.281524431,NA,NA,TMEM219,124446,transmembrane protein 219,Tmem219
ENSG00000149948,0,1045,0,209,0,345,0,1.317490014,0,0.43117855,0,0.403571893,191.6462225,-2.440254952,3.217366081,-0.758463566,NA,NA,HMGA2,8091,high mobility group AT-hook 2,Hmga2
ENSG00000149968,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,MMP3,4314,matrix metallopeptidase 3,Mmp3
ENSG00000149970,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CNKSR2,22866,connector enhancer of kinase suppressor of Ras 2,Cnksr2
ENSG00000149972,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CNTN5,53942,contactin 5,Cntn5
ENSG00000150048,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CLEC1A,51267,C-type lectin domain family 1 member A,Clec1a
ENSG00000150051,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,MKX,283078,mohawk homeobox,Mkx
ENSG00000150054,0,0,0,174,1,0,0,0,0,0.618503411,0.001974787,0,11.63921368,5.202947597,3.467775199,1.500370496,NA,NA,MPP7,143098,membrane palmitoylated protein 7,Mpp7
ENSG00000150093,9,274,2,738,3131,353,0.021153113,0.529506821,0.00434814,2.3337653,5.500616648,0.632945734,234.8663949,1.703973354,2.153374813,0.791303652,0.428766818,0.566401841,ITGB1,3688,integrin subunit beta 1,Itgb1
ENSG00000150201,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,FXYD4,53828,FXYD domain containing ion transport regulator 4,Fxyd4
ENSG00000150261,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,OR8K1,390157,olfactory receptor family 8 subfamily K member 1,Olfr1046
ENSG00000150269,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,OR5M9,390162,olfactory receptor family 5 subfamily M member 9,Olfr1034
ENSG00000150275,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PCDH15,65217,protocadherin related 15,Pcdh15
ENSG00000150281,42,0,0,0,0,0,0.375903481,0,0,0,0,0,51.16315991,-10.90254709,3.689364657,-2.95512862,0.003125387,0.087491551,CTF1,1489,cardiotrophin 1,Ctf1
ENSG00000150316,1,2,0,243,179,79,0.005630915,0.009259727,0,1.841002079,0.753405057,0.33936422,27.91893608,4.406103258,2.407476275,1.830175152,0.067223752,0.177849507,CWC15,51503,CWC15 spliceosome associated protein homolog,Cwc15
ENSG00000150347,1,70,23,208,2189,1458,0.002832567,0.163029967,0.060262863,0.792706747,4.63470905,3.150632138,191.0066127,2.425795642,2.113826293,1.14758514,0.251139867,0.390441994,ARID5B,84159,AT-rich interaction domain 5B,Arid5b
ENSG00000150361,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,KLHL1,57626,kelch like family member 1,Klhl1
ENSG00000150394,0,0,24,0,0,0,0,0,0.021471179,0,0,0,18.57546179,-9.444015506,3.633268302,-2.599316846,0.009340951,0.098496426,CDH8,1006,cadherin 8,Cdh8
ENSG00000150401,0,0,0,0,0,125,0,0,0,0,0,0.26771432,5.767693694,4.185178185,3.789047397,1.104546274,NA,NA,DCUN1D2,55208,defective in cullin neddylation 1 domain containing 2,Dcun1d2
ENSG00000150403,0,130,0,1,30,0,0,0.222990619,0,0.002806875,0.046781249,0,21.29023422,-4.124370459,3.059879472,-1.347886574,NA,NA,TMCO3,55002,transmembrane and coiled-coil domains 3,Tmco3
ENSG00000150433,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TMEM218,219854,transmembrane protein 218,Tmem218
ENSG00000150455,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TIRAP,114609,TIR domain containing adaptor protein,Tirap
ENSG00000150456,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,EEF1AKMT1,221143,EEF1A lysine methyltransferase 1,Eef1akmt1
ENSG00000150457,0,0,0,0,97,3,0,0,0,0,0.354499983,0.011189977,3.683646654,3.546496448,3.445379363,1.029348607,NA,NA,LATS2,26524,large tumor suppressor kinase 2,Lats2
ENSG00000150459,256,1,3,976,1790,1128,1.095365995,0.003518103,0.011873596,5.618729658,5.724912391,3.682038913,496.879819,-0.782411981,2.456013741,-0.318569871,0.750052703,0.83247406,SAP18,10284,Sin3A associated protein 18,Sap18
ENSG00000150471,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,ADGRL3,23284,adhesion G protein-coupled receptor L3,Adgrl3
ENSG00000150477,0,1,0,0,0,0,0,0.001145603,0,0,0,0,0.154823783,-4.259265643,4.047480963,-1.052325059,0.292650438,NA,KIAA1328,57536,KIAA1328,AW554918
ENSG00000150510,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,FAM124A,220108,family with sequence similarity 124 member A,Fam124a
ENSG00000150540,0,2,0,51,947,0,0,0.006928189,0,0.289094425,2.982270371,0,38.3220291,5.820997696,3.098344569,1.878744461,0.060279394,0.169526331,HNMT,3176,histamine N-methyltransferase,Hnmt
ENSG00000150551,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,LYPD1,116372,LY6/PLAUR domain containing 1,Lypd1
ENSG00000150556,539,1394,3,0,2,104,2.198007865,4.674040389,0.011316274,0,0.006096309,0.323544336,879.6119905,-7.487325426,2.667029054,-2.807365527,0.004994853,0.092436398,LYPD6B,130576,LY6/PLAUR domain containing 6B,Lypd6b
ENSG00000150593,3,13,0,680,1,707,0.008021093,0.028578858,0,2.446190342,0.001998522,1.442087802,83.66959311,3.800775842,2.575817587,1.475560949,0.140061795,0.265654638,PDCD4,27250,programmed cell death 4,Pdcd4
ENSG00000150594,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,ADRA2A,150,adrenoceptor alpha 2A,Adra2a
ENSG00000150625,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,GPM6A,2823,glycoprotein M6A,Gpm6a
ENSG00000150627,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,WDR17,116966,WD repeat domain 17,Wdr17
ENSG00000150628,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SPATA4,132851,spermatogenesis associated 4,Spata4
ENSG00000150630,0,0,6,0,0,0,0,0,0.057731839,0,0,0,4.643865449,-7.438310189,3.696837429,-2.012073923,0.044212145,NA,VEGFC,7424,vascular endothelial growth factor C,Vegfc
ENSG00000150637,0,2,0,0,1,0,0,0.002875401,0,0,0.001307,0,0.346196247,-3.685458931,4.040435994,-0.912143872,0.361692986,NA,CD226,10666,CD226 molecule,Cd226
ENSG00000150656,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CNDP1,84735,carnosine dipeptidase 1,Cndp1
ENSG00000150667,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,FSIP1,161835,fibrous sheath interacting protein 1,Fsip1
ENSG00000150672,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,DLG2,1740,discs large MAGUK scaffold protein 2,Dlg2
ENSG00000150676,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CCDC83,220047,coiled-coil domain containing 83,Ccdc83
ENSG00000150681,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,RGS18,64407,regulator of G protein signaling 18,Rgs18
ENSG00000150687,0,2,0,0,0,0,0,0.003032306,0,0,0,0,0.309647566,-4.64723281,4.040436103,-1.150180993,0.250069333,NA,PRSS23,11098,serine protease 23,Prss23
ENSG00000150712,0,0,0,204,0,23,0,0,0,0.681141938,0,0.043543792,14.66438013,5.539236133,3.338466559,1.659215701,0.097072335,NA,MTMR12,54545,myotubularin related protein 12,Mtmr12
ENSG00000150722,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PPP1R1C,151242,protein phosphatase 1 regulatory inhibitor subunit 1C,Ppp1r1c
ENSG00000150750,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,C11orf53,341032,chromosome 11 open reading frame 53,1810046K07Rik
ENSG00000150753,1,4,103,1005,659,1128,0.002504283,0.008236308,0.238595559,3.386245882,1.233574371,2.155025845,224.7057968,0.812417531,2.317892337,0.350498389,0.725964699,0.815539387,CCT5,22948,chaperonin containing TCP1 subunit 5,Cct5
ENSG00000150760,1,0,0,94,0,280,0.003125955,0,0,0.395348063,0,0.667729785,20.40591073,4.591503734,3.101192815,1.480560548,0.138723715,0.263778636,DOCK1,1793,dedicator of cytokinesis 1,Dock1
ENSG00000150764,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,DIXDC1,85458,DIX domain containing 1,Dixdc1
ENSG00000147459,0,2,0,451,449,111,0,0.00200147,0,0.738542574,0.408481911,0.103065408,51.91529133,6.249239726,2.584702005,2.417779579,0.015615533,0.117336947,DOCK5,80005,dedicator of cytokinesis 5,Dock5
ENSG00000150773,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PIH1D2,120379,PIH1 domain containing 2,Pih1d2
ENSG00000150776,0,1,0,0,0,12,0,0.001754577,0,0,0,0.0195355,0.708522378,0.121038192,3.896297216,0.031064928,0.97521776,NA,NKAPD1,55216,NKAP domain containing 1,AU019823
ENSG00000150779,1,369,334,55,133,267,0.008737049,2.650820691,2.699311313,0.646541632,0.868586233,1.779655832,337.7049337,-3.925887498,2.239060665,-1.753363614,0.079539613,0.189900471,TIMM8B,26521,translocase of inner mitochondrial membrane 8 homolog B,Timm8b
ENSG00000150782,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,IL18,3606,interleukin 18,Il18
ENSG00000150783,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TEX12,56158,testis expressed 12,Tex12
ENSG00000150787,145,0,0,100,328,201,0.680946295,0,0,0.631849854,1.151370845,0.720113416,204.5653357,-2.658704772,2.873320304,-0.925307481,NA,NA,PTS,5805,6-pyruvoyltetrahydropterin synthase,Pts
ENSG00000150867,1,1,0,1,1,3,0.004053171,0.003332607,0,0.005453357,0.003029643,0.009276329,1.614649569,-2.085117589,2.855407994,-0.730234556,0.465246823,NA,PIP4K2A,5305,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,Pip4k2a
ENSG00000150873,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,C2orf50,130813,chromosome 2 open reading frame 50,2410004P03Rik
ENSG00000150893,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,FREM2,341640,FRAS1 related extracellular matrix 2,Frem2
ENSG00000150907,19,0,0,390,0,125,0.072591623,0,0,2.004779187,0,0.364336688,54.91890598,0.469702671,3.1912985,0.147182305,0.882988127,0.92843755,FOXO1,2308,forkhead box O1,Foxo1
ENSG00000147789,0,0,0,14,494,257,0,0,0,0.027580853,0.540672269,0.287080524,30.84697415,6.626275979,2.850201219,2.324844974,0.020080251,0.124629501,ZNF7,7553,zinc finger protein 7,Zfp7
ENSG00000147905,0,0,0,297,215,350,0,0,0,1.204016283,0.484219044,0.804516417,43.81205753,7.13521238,2.759495832,2.585694205,0.009718311,0.099547041,ZCCHC7,84186,zinc finger CCHC-type containing 7,Zcchc7
ENSG00000150967,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,ABCB9,23457,ATP binding cassette subfamily B member 9,Abcb9
ENSG00000150977,1,1,0,150,1,85,0.004781831,0.003931727,0,0.965060365,0.003574298,0.310079533,15.33387207,3.776889964,2.659546167,1.420125738,0.155571078,NA,RILPL2,196383,Rab interacting lysosomal protein like 2,Rilpl2
ENSG00000150990,1,0,2,0,24,0,0.001964755,0,0.003634796,0,0.035246506,0,3.643293955,-1.590675894,3.202094014,-0.496761147,0.619357497,NA,DHX37,57647,DEAH-box helicase 37,Dhx37
ENSG00000150991,3637,1984,21,8106,17166,11872,7.640125349,3.426794498,0.040805454,22.91040743,26.95397469,19.02571804,6469.621206,-1.470222369,2.255696996,-0.651781854,0.51454191,0.643919077,UBC,7316,ubiquitin C,Ubc
ENSG00000151005,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TKTL2,84076,transketolase like 2,Tktl2
ENSG00000151006,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PRSS53,339105,serine protease 53,Prss53
ENSG00000151012,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SLC7A11,23657,solute carrier family 7 member 11,Slc7a11
ENSG00000151014,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NOCT,25819,nocturnin,Noct
ENSG00000151025,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,GPR158,57512,G protein-coupled receptor 158,Gpr158
ENSG00000151062,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CACNA2D4,93589,calcium voltage-gated channel auxiliary subunit alpha2delta 4,Cacna2d4
ENSG00000151065,0,0,0,308,0,1,0,0,0,1.555137122,0,0.002862918,20.58419225,6.025562881,3.479957333,1.731504816,NA,NA,DCP1B,196513,decapping mRNA 1B,Dcp1b
ENSG00000151067,4,0,0,0,0,0,0.004826234,0,0,0,0,0,4.872681896,-7.46403805,3.707993468,-2.012958792,0.044118965,NA,CACNA1C,775,calcium voltage-gated channel subunit alpha1 C,Cacna1c
ENSG00000151090,0,0,0,0,86,110,0,0,0,0,0.112061711,0.146290102,8.218756972,4.706575104,3.27713106,1.436187634,0.150948957,NA,THRB,7068,thyroid hormone receptor beta,Thrb
ENSG00000151092,0,253,1,0,1,767,0,0.386035056,0.001716559,0,0.001387118,1.085856319,75.37151192,-0.181725114,3.077382632,-0.059051842,NA,NA,NGLY1,55768,N-glycanase 1,Ngly1
ENSG00000151116,0,0,1178,71,64,400,0,0,2.520902395,0.221002093,0.110673975,0.705974451,937.2757392,-5.158277432,3.009632535,-1.71392267,NA,NA,UEVLD,55293,UEV and lactate/malate dehyrogenase domains,Uevld
ENSG00000151117,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TMEM86A,144110,transmembrane protein 86A,Tmem86a
ENSG00000151131,3,0,2,260,157,531,0.0032781,0,0.002021495,0.382246355,0.128232217,0.442644917,52.77908774,3.269945475,2.395041678,1.365297943,0.172159425,0.301794741,C12orf45,121053,chromosome 12 open reading frame 45,D10Wsu102e
ENSG00000148153,1,0,0,97,419,441,0.003855728,0,0,0.503207513,1.20758275,1.297193988,43.34864327,5.783240278,2.623991484,2.203985918,0.027525334,0.136689818,INIP,58493,INTS3 and NABP interacting protein,Inip
ENSG00000151136,68,0,0,0,0,1,0.171005831,0,0,0,0,0.001918501,82.88173378,-10.78280773,3.475668664,-3.102369291,0.001919783,0.069446523,BTBD11,121551,BTB domain containing 11,Btbd11
ENSG00000151148,1,1,0,1437,1,1,0.001372463,0.00112847,0,2.653545244,0.001025882,0.001047034,97.27769374,6.315167051,2.945760271,2.143815678,NA,NA,UBE3B,89910,ubiquitin protein ligase E3B,Ube3b
ENSG00000151150,518,1766,2537,184,1347,438,0.354581342,0.993953411,1.606380114,0.169462252,0.689207889,0.228728465,2949.72277,-5.133218122,2.041062794,-2.514973149,0.011904145,0.106727796,ANK3,288,ankyrin 3,Ank3
ENSG00000151151,1,1,0,456,0,0,0.004788068,0.003936856,0,2.937610393,0,0,31.7799784,4.61917046,3.312862147,1.394314117,NA,NA,IPMK,253430,inositol polyphosphate multikinase,Ipmk
ENSG00000151164,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,RAD9B,144715,RAD9 checkpoint clamp component B,Rad9b
ENSG00000151176,0,2,0,0,4,1,0,0.006930177,0,0,0.012600323,0.003215031,0.501983838,-1.77278603,3.932655825,-0.45078596,0.652143822,NA,PLBD2,196463,phospholipase B domain containing 2,Plbd2
ENSG00000151208,0,0,0,518,80,83,0,0,0,0.957740557,0.082174222,0.087013606,41.29491013,7.046441299,2.854583244,2.468465866,NA,NA,DLG5,9231,discs large MAGUK scaffold protein 5,Dlg5
ENSG00000151224,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,MAT1A,4143,methionine adenosyltransferase 1A,Mat1a
ENSG00000148308,0,1,0,146,485,339,0,0.003270315,0,0.781308062,1.441911757,1.028632171,43.2584886,6.406125154,2.551214123,2.511010383,0.012038616,0.107259571,GTF3C5,9328,general transcription factor IIIC subunit 5,Gtf3c5
ENSG00000151233,0,0,0,0,0,61,0,0,0,0,0,0.15914084,2.814634523,3.148793971,3.892663649,0.808904713,0.418569958,NA,GXYLT1,283464,glucoside xylosyltransferase 1,Gxylt1
ENSG00000148331,0,0,0,69,392,240,0,0,0,0.326173776,1.029469568,0.643283109,30.00211145,6.588715441,2.773486547,2.3756075,0.017520088,0.121181473,ASB6,140459,ankyrin repeat and SOCS box containing 6,Asb6
ENSG00000151240,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,DIP2C,22982,disco interacting protein 2 homolog C,Dip2c
ENSG00000151247,0,1,103,194,1384,1674,0,0.0014275,0.165411583,0.453166421,1.796054772,2.217187394,220.6351464,0.818093491,2.601263858,0.314498465,0.753142482,0.834473774,EIF4E,1977,eukaryotic translation initiation factor 4E,Eif4e
ENSG00000151287,0,0,2,0,0,181,0,0,0.013166665,0,0,0.982749031,9.899575619,2.405619907,3.514108395,0.684560531,NA,NA,TEX30,93081,testis expressed 30,Tex30
ENSG00000151292,1,32,0,1,95,29,0.002129458,0.056028399,0,0.002865089,0.151213008,0.047111508,11.0494431,-0.389319249,2.505707487,-0.155372984,0.876527281,NA,CSNK1G3,1456,casein kinase 1 gamma 3,Csnk1g3
ENSG00000151304,0,133,0,579,0,413,0,0.938413256,0,6.684991764,0,2.703729999,78.25689116,1.468939382,3.113810187,0.471749816,0.637105375,0.747741428,SRFBP1,153443,serum response factor binding protein 1,Srfbp1
ENSG00000151320,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,AKAP6,9472,A-kinase anchoring protein 6,Akap6
ENSG00000151322,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NPAS3,64067,neuronal PAS domain protein 3,Npas3
ENSG00000151327,0,1580,246,486,195,3,0,2.827713744,0.495297328,1.423293431,0.317263625,0.004981618,474.6929219,-3.455697935,2.60695453,-1.325568933,0.184982522,0.315968263,FAM177A1,283635,family with sequence similarity 177 member A1,1700047I17Rik2
ENSG00000151332,1,0,0,1,23,0,0.003849157,0,0,0.005178866,0.066174403,0,2.125472108,0.178521718,3.325043207,0.053690045,0.957182115,NA,MBIP,51562,MAP3K12 binding inhibitory protein 1,Mbip
ENSG00000151338,0,166,2,0,0,107,0,0.139196587,0.001886701,0,0,0.083248238,32.18584897,-2.475561226,3.143608956,-0.787490194,0.430994967,0.568517212,MIPOL1,145282,mirror-image polydactyly 1,Mipol1
ENSG00000151348,1,0,90,249,0,358,0.002423873,0,0.201787431,0.812041541,0,0.661992214,103.9986407,-1.097004089,2.984839286,-0.367525345,NA,NA,EXT2,2132,exostosin glycosyltransferase 2,Ext2
ENSG00000151353,0,0,7,268,0,2,0,0,0.015072518,0.83936307,0,0.003551698,23.38089751,1.736142736,3.229094128,0.53765628,NA,NA,TMEM18,129787,transmembrane protein 18,Tmem18
ENSG00000151360,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,ALLC,55821,allantoicase,Allc
ENSG00000151364,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,KCTD14,65987,potassium channel tetramerization domain containing 14,Kctd14
